label,packet_size,duration,protocol,network
non-reel,641,2.6416416728308123,TCP,good
reel,2197,16.31196861269553,UDP,good
non-reel,706,6.057255542982281,TCP,poor
non-reel,615,3.5842857679634834,TCP,medium
reel,1326,29.36577795578713,UDP,poor
reel,2138,15.975368956749922,TCP,good
reel,1540,20.690289798570433,TCP,medium
non-reel,552,2.6789228521496136,HTTP,medium
reel,2057,19.760806026384643,TCP,medium
reel,2294,16.270785683004966,TCP,good
reel,1939,16.76666871144074,UDP,good
non-reel,794,2.5333484123244068,HTTP,good
reel,1322,29.281716959496364,UDP,poor
non-reel,296,2.350757138271238,HTTP,poor
reel,1678,16.860236139584213,UDP,good
non-reel,617,3.6981684344918624,HTTP,medium
reel,2061,16.76821324472089,TCP,good
non-reel,706,4.7517958835387635,HTTP,medium
reel,2161,17.32607008860679,TCP,good
non-reel,450,1.5950999809171187,TCP,medium
non-reel,772,3.6251363695691357,HTTP,good
reel,2376,15.558930741265137,UDP,good
non-reel,880,4.410672532474868,HTTP,poor
reel,1554,25.344333305884835,UDP,poor
non-reel,567,2.1549094442652423,HTTP,medium
non-reel,677,1.129570110413451,TCP,good
reel,1416,24.466501117012978,UDP,poor
non-reel,394,3.144509897002984,TCP,medium
reel,2015,18.624039039216438,TCP,medium
non-reel,752,1.587199699236446,TCP,good
non-reel,449,3.7679606343189116,HTTP,poor
non-reel,897,2.1996603545310363,HTTP,good
non-reel,677,2.9429881077498456,HTTP,medium
non-reel,258,4.848032254870556,HTTP,medium
non-reel,757,3.583376532800976,HTTP,medium
reel,1918,17.338185433791594,UDP,good
reel,1436,18.578362508370894,TCP,medium
non-reel,477,8.563976191950003,TCP,poor
non-reel,447,2.978528890376299,TCP,medium
non-reel,451,2.63288011394484,HTTP,good
non-reel,916,2.561526905291505,HTTP,good
non-reel,611,2.8673167700415636,TCP,good
non-reel,589,0.9523667728139733,TCP,good
reel,1949,16.001386301195758,UDP,good
non-reel,431,3.6810428730608273,HTTP,medium
non-reel,637,3.9284017122301567,TCP,good
non-reel,535,2.9523405010209105,TCP,good
non-reel,1067,1.7536771285367183,TCP,poor
non-reel,209,0.3853430179640194,HTTP,poor
reel,1723,19.531793637376182,TCP,medium
non-reel,325,1.6725889882367353,HTTP,poor
non-reel,459,2.3635252838934573,TCP,good
reel,1266,25.603969347983096,UDP,poor
reel,2005,16.10458039099243,UDP,good
reel,1886,18.93929753974941,UDP,medium
reel,1638,18.313698595696884,TCP,poor
non-reel,559,3.611135968104169,HTTP,poor
non-reel,515,3.558772189826837,HTTP,good
reel,1784,23.263015659169653,UDP,poor
reel,2355,15.585353043842755,TCP,good
reel,1752,25.21319341705008,TCP,poor
non-reel,415,3.7034277723282805,TCP,medium
reel,1524,26.666467010870747,UDP,poor
non-reel,742,1.629130181645292,TCP,good
non-reel,626,2.514144861522865,HTTP,medium
non-reel,623,3.3027423924351695,HTTP,medium
non-reel,709,3.4995427311314717,HTTP,good
reel,1939,17.40671527100264,UDP,good
non-reel,841,1.8950816921407423,TCP,good
reel,2275,16.89417349243027,TCP,good
non-reel,727,3.8268656283820297,HTTP,good
reel,1711,19.486593064887778,TCP,medium
non-reel,591,2.7823858965757324,HTTP,medium
non-reel,849,1.5268664845450899,TCP,good
non-reel,484,4.079812790727792,HTTP,medium
non-reel,649,2.992971955293332,HTTP,medium
non-reel,362,4.458100822348017,HTTP,medium
non-reel,585,4.789076683811489,TCP,medium
reel,1745,14.66743569265999,TCP,good
non-reel,192,2.3463699337056396,TCP,poor
non-reel,1017,2.397019646209119,HTTP,good
non-reel,446,0.6107749968609664,HTTP,poor
non-reel,640,1.2998091187307974,HTTP,poor
non-reel,64,4.01798682898162,HTTP,good
non-reel,552,1.8822043010922198,HTTP,good
non-reel,474,3.2628581282256843,TCP,medium
reel,1888,14.099572784017186,UDP,good
non-reel,447,1.75190377585049,HTTP,poor
non-reel,426,1.7062658880795332,TCP,good
non-reel,851,1.6907292559633036,HTTP,good
reel,1531,23.616404406268604,UDP,poor
non-reel,191,3.3436370240086437,HTTP,poor
reel,1796,17.721166058572464,TCP,medium
non-reel,482,2.271286280798982,TCP,poor
non-reel,922,3.2949472531081048,HTTP,good
non-reel,631,0.4733594575728377,HTTP,poor
non-reel,376,4.58651464184385,TCP,good
non-reel,444,3.8166529954391857,HTTP,good
reel,2198,15.533586124399397,UDP,good
non-reel,155,2.661936537557157,HTTP,poor
reel,2119,13.845083827673555,UDP,good
reel,1564,18.449628991833976,UDP,medium
non-reel,611,2.2719635093607016,TCP,medium
reel,1807,18.25106117560168,TCP,medium
non-reel,674,4.253800921170158,HTTP,good
non-reel,270,6.67560921198287,HTTP,poor
non-reel,426,6.491399162678817,TCP,poor
reel,1944,18.49369529884604,UDP,medium
non-reel,383,6.2861817512601235,HTTP,poor
non-reel,689,2.498567961224199,TCP,good
reel,2029,19.313288534863396,TCP,medium
non-reel,981,2.96810072513016,TCP,good
non-reel,820,5.847782117518827,HTTP,medium
non-reel,628,1.0597913084919,TCP,good
non-reel,440,3.240745294189564,HTTP,poor
non-reel,564,0.6946811561780737,TCP,good
non-reel,497,3.108022031838889,TCP,good
reel,1967,16.218203552474336,UDP,good
non-reel,317,4.675470425840414,TCP,good
reel,2115,16.577049492689206,UDP,good
non-reel,363,0.6695416784603996,TCP,poor
reel,2226,14.753242562446598,TCP,good
reel,1910,20.986062882737176,TCP,medium
reel,1978,16.89341748697805,TCP,medium
reel,1844,16.99213426113359,UDP,good
non-reel,554,1.5843671439527185,TCP,good
non-reel,453,2.2561027218399037,HTTP,good
non-reel,288,2.5348120672112895,TCP,good
non-reel,375,1.7932909862439144,TCP,medium
non-reel,351,2.217721391428293,HTTP,medium
non-reel,826,2.4174414908654693,HTTP,good
non-reel,-37,4.7293380111125565,HTTP,medium
non-reel,702,3.158276151629935,HTTP,good
non-reel,369,1.3706895954587637,HTTP,poor
reel,1308,23.94734919293901,TCP,poor
reel,1638,18.39943936280266,TCP,medium
reel,2093,16.16103853300219,UDP,good
non-reel,580,1.4639707317779451,TCP,good
reel,2475,15.659558675790418,TCP,good
non-reel,459,9.076697941541827,HTTP,poor
non-reel,325,0.0136099788493107,HTTP,poor
reel,1894,16.786215852174774,UDP,good
non-reel,466,2.7211199250694755,HTTP,medium
non-reel,738,5.8303681471620585,TCP,poor
reel,1508,23.604129635843773,UDP,poor
non-reel,785,2.9597113951098706,HTTP,medium
non-reel,257,3.0336781158729393,HTTP,medium
reel,1902,17.40686786170489,TCP,good
non-reel,433,6.916007521409378,TCP,poor
non-reel,379,4.38328695099508,HTTP,poor
reel,1840,20.64639380159227,UDP,medium
reel,1610,27.576881849119513,UDP,poor
non-reel,346,7.108654705536786,HTTP,poor
reel,825,27.69336924159148,TCP,poor
non-reel,415,1.1768281825010711,TCP,good
reel,1459,20.915187299142577,UDP,medium
non-reel,536,0.2292805390831285,HTTP,poor
non-reel,918,2.8864772922239794,TCP,medium
non-reel,668,3.204551646159507,HTTP,good
non-reel,783,2.510985809682129,HTTP,poor
reel,2067,16.076646455574426,UDP,good
non-reel,824,3.563673806578974,TCP,good
non-reel,484,4.44120772132365,HTTP,poor
non-reel,571,6.152552739360744,TCP,poor
non-reel,234,2.1955476194399655,HTTP,poor
reel,1937,14.45569123743073,TCP,good
non-reel,901,2.6098072694618395,TCP,good
non-reel,785,1.3048093121141229,HTTP,good
reel,1728,15.710887740055398,UDP,good
reel,1915,18.33549133121583,TCP,medium
non-reel,756,3.227022466776323,HTTP,medium
non-reel,544,1.6759986526255082,HTTP,good
reel,2066,15.569554037508961,UDP,good
non-reel,395,5.281412929259852,TCP,medium
reel,1761,19.191794281355822,UDP,medium
reel,1731,19.008630425828777,UDP,medium
reel,1622,20.460515678061313,TCP,medium
non-reel,591,2.9988945090574233,HTTP,good
non-reel,401,4.410003857206651,HTTP,medium
non-reel,737,2.915301055143351,TCP,good
reel,1571,19.591957736177328,UDP,medium
non-reel,490,3.082810487269061,TCP,poor
reel,2056,17.435403706350495,TCP,good
non-reel,352,3.334722118914231,TCP,medium
reel,1920,16.018763656168076,UDP,good
reel,1762,21.300733045862728,TCP,medium
reel,1974,17.125210233107783,TCP,medium
non-reel,471,1.8735399858620672,HTTP,good
non-reel,395,6.315246965274033,TCP,poor
non-reel,472,2.185660689608021,TCP,medium
non-reel,249,1.8071028686241446,TCP,good
reel,1670,19.815313586393,TCP,medium
reel,2150,16.069800960032392,TCP,good
non-reel,666,3.7141954769659464,HTTP,medium
non-reel,503,1.8789533577787902,HTTP,good
reel,1807,19.206630724848814,UDP,medium
non-reel,550,1.999402530564253,HTTP,good
non-reel,581,2.0072227126250017,TCP,medium
non-reel,697,2.013179189982014,HTTP,medium
reel,1567,19.959064298348082,UDP,medium
reel,1795,16.887398032580304,TCP,medium
reel,1072,23.030479421122177,TCP,poor
non-reel,615,0.528264665823134,HTTP,poor
non-reel,200,3.309866328384898,TCP,medium
non-reel,587,2.1895652080469215,HTTP,good
non-reel,562,3.135883049507096,HTTP,good
reel,1572,25.282169268657306,UDP,poor
non-reel,867,1.1870793112251667,HTTP,medium
reel,1962,16.520387172040135,TCP,good
non-reel,511,2.6085541061500828,TCP,medium
non-reel,208,3.787066907943078,HTTP,poor
non-reel,713,2.213672435393611,TCP,good
reel,1599,25.468002487135845,TCP,poor
non-reel,655,10.576973355999737,TCP,poor
non-reel,400,2.389458034332807,TCP,good
non-reel,425,4.754777080654607,HTTP,good
non-reel,780,1.8880356716389015,HTTP,good
reel,1587,23.007026254436358,UDP,poor
non-reel,190,3.7419635791314088,TCP,good
non-reel,436,2.6621098641586975,HTTP,good
non-reel,71,3.710566435814617,HTTP,medium
non-reel,561,2.8670042215185565,TCP,good
non-reel,448,8.75019027233853,HTTP,poor
non-reel,669,1.1367349868176386,HTTP,good
non-reel,600,2.0178672866200076,HTTP,medium
non-reel,641,3.408619769105855,TCP,medium
non-reel,579,5.277052993144052,HTTP,good
reel,1697,15.385432219394648,UDP,good
non-reel,642,3.054050439136785,HTTP,good
reel,1850,21.069021580239564,TCP,medium
reel,1417,20.190264018390817,TCP,medium
non-reel,406,4.801561114781029,TCP,good
reel,1940,17.60685248385147,UDP,medium
non-reel,926,1.3937158814447237,TCP,good
reel,1606,17.204615234971094,TCP,medium
reel,1439,18.679538112507135,TCP,medium
reel,1880,16.272640839720566,UDP,good
non-reel,344,2.158554901353177,TCP,medium
non-reel,418,3.3006887284009307,TCP,medium
reel,1564,24.888414331622602,TCP,poor
reel,1615,15.292561059360297,TCP,good
non-reel,191,3.0006523376944596,HTTP,good
reel,1788,22.111194600513272,UDP,poor
non-reel,349,2.17934421197272,HTTP,medium
non-reel,746,4.093992810348867,HTTP,medium
non-reel,230,4.410474745111902,TCP,good
reel,1871,20.132785078185766,UDP,medium
non-reel,137,2.155477152811757,TCP,poor
reel,1802,16.55452976606107,UDP,good
reel,1120,26.917637910369205,UDP,poor
non-reel,528,5.342528420054984,TCP,poor
reel,1791,15.80506944338688,TCP,good
non-reel,400,0.14768063140633236,TCP,good
non-reel,734,3.2174936112027126,HTTP,good
reel,2013,19.22327153299892,TCP,medium
non-reel,685,2.5978933837311593,HTTP,good
non-reel,472,1.9098032801955787,HTTP,poor
non-reel,755,0.34915492295879025,TCP,good
reel,1733,23.576918991347135,UDP,poor
reel,1950,17.13590104287408,TCP,good
non-reel,404,3.216332287869702,HTTP,good
reel,1768,22.276484541152858,TCP,poor
non-reel,792,3.0502101739532144,HTTP,medium
non-reel,357,2.126444503314044,TCP,good
reel,1862,17.18602171369271,UDP,medium
non-reel,591,3.168239442847894,HTTP,medium
reel,1985,17.483463407948314,UDP,good
non-reel,369,4.406119259817256,TCP,good
reel,1717,15.782632773263094,TCP,good
non-reel,490,3.084377686212509,TCP,good
reel,1985,14.162153232468507,TCP,good
non-reel,838,1.8016952623225821,HTTP,medium
non-reel,140,4.957965574072857,TCP,poor
non-reel,803,2.984106124212797,HTTP,good
non-reel,642,0.9661564791424264,TCP,good
non-reel,763,1.6258288475562663,TCP,good
non-reel,914,2.2036761725990544,HTTP,medium
non-reel,511,3.2431401584889814,HTTP,good
non-reel,447,2.972873770756515,TCP,poor
reel,1063,24.125365233880604,TCP,poor
reel,1266,27.29772489485633,UDP,poor
reel,2012,19.73462305487356,TCP,medium
non-reel,1004,1.489911442351788,TCP,good
non-reel,543,3.067229881805065,TCP,medium
non-reel,589,1.4238231202199434,HTTP,good
non-reel,512,4.1281634760068675,TCP,poor
non-reel,659,3.675138892211603,TCP,good
non-reel,870,6.352346668288614,HTTP,poor
reel,1197,26.09718147035929,UDP,poor
reel,1063,25.423522258490053,UDP,poor
non-reel,451,3.4590749747433254,HTTP,good
reel,1724,16.2822337239094,UDP,good
reel,2022,16.759553930339194,TCP,good
non-reel,431,4.214174710852439,HTTP,poor
non-reel,301,3.0320753156730507,HTTP,good
reel,1393,24.764909854954254,UDP,poor
non-reel,541,3.4927107879982655,HTTP,good
non-reel,557,4.069916741763099,HTTP,medium
non-reel,291,2.1561606292441486,HTTP,poor
reel,1619,18.166690361119286,TCP,medium
reel,1942,15.812905278772794,TCP,good
reel,2265,17.896015714379057,TCP,good
non-reel,372,3.180776423716443,TCP,good
reel,1583,16.88425271213496,TCP,medium
non-reel,612,3.2336715364161175,TCP,good
reel,1985,15.053719171242106,UDP,good
reel,1931,19.29817191742992,TCP,medium
reel,1639,17.674939399338122,UDP,medium
reel,1469,16.964606878705474,UDP,poor
reel,2006,17.700549852123636,UDP,good
non-reel,339,4.004269989165821,TCP,medium
reel,1338,28.69673035911457,TCP,poor
reel,1694,19.815284978029396,UDP,medium
reel,1840,14.535432466059232,UDP,good
reel,2519,18.082492618352596,TCP,good
non-reel,644,0.30156221652552384,HTTP,good
non-reel,719,2.8713028152138835,TCP,medium
reel,2333,15.3461637023185,TCP,good
non-reel,1000,1.8061309921205981,TCP,good
non-reel,59,3.1121858981705355,TCP,poor
non-reel,291,0.6505833438948869,TCP,poor
non-reel,139,2.543737281647628,TCP,poor
non-reel,321,8.006793967607564,TCP,poor
reel,1628,18.25358069949734,TCP,medium
reel,1105,25.473935406079036,TCP,poor
non-reel,732,3.5367851363195912,HTTP,medium
reel,1954,20.138207598094702,TCP,medium
non-reel,458,1.9187134573071005,HTTP,good
non-reel,646,4.195756017216682,HTTP,medium
non-reel,770,1.3670260364905134,TCP,good
non-reel,732,3.1509635122691484,HTTP,good
non-reel,328,1.7882796424010352,TCP,good
non-reel,999,2.2289998750726143,TCP,medium
reel,2417,15.400787478028954,TCP,good
reel,1902,14.459824869291719,UDP,good
reel,1907,15.055739359417483,UDP,good
non-reel,333,2.8424261543919114,HTTP,good
reel,1522,26.04431676090214,UDP,poor
non-reel,509,2.875008249687847,TCP,medium
reel,2096,17.01572972135077,UDP,good
reel,1615,17.671856083227965,TCP,medium
non-reel,167,3.5516924832796235,HTTP,poor
reel,1207,26.194694810287892,UDP,poor
reel,1876,16.84253862436105,TCP,good
non-reel,629,2.5008030178118736,TCP,good
non-reel,464,5.242874656400628,HTTP,medium
reel,2155,16.21872734260702,TCP,good
non-reel,735,1.3576767096092661,HTTP,good
non-reel,786,2.7977226514477387,TCP,good
non-reel,479,0.7529669366898419,TCP,poor
reel,2371,17.024549508100794,TCP,good
non-reel,938,2.6779734702393143,HTTP,medium
reel,1601,18.78275712652431,UDP,medium
non-reel,298,3.2832834859572415,HTTP,medium
non-reel,753,2.3830728762283098,HTTP,good
reel,2117,13.97969338888883,UDP,good
non-reel,580,2.9730679945961356,TCP,poor
reel,1900,15.671297342140837,UDP,good
non-reel,215,4.400040194268191,HTTP,poor
non-reel,-32,8.001249156548294,HTTP,medium
reel,3364,13.481747031002936,HTTP,poor
non-reel,708,4.159578912587836,TCP,poor
reel,2362,25.703056243208895,TCP,poor
reel,2181,16.287730740919255,HTTP,poor
reel,1049,5.352296826165301,QUIC,good
reel,4406,7.9934271659915535,UDP,unstable
reel,2342,17.00357514795073,QUIC,medium
non-reel,546,1.0540949050653308,HTTP,good
non-reel,266,1.570507894223995,QUIC,medium
reel,2500,17.008865338043083,TCP,good
reel,3260,25.245804220769145,UDP,medium
reel,3153,5.855727140184076,TCP,medium
non-reel,732,3.664942078829957,UDP,unstable
non-reel,154,3.6919513674499402,UDP,unstable
reel,1336,9.860880887235144,HTTP,poor
reel,1880,33.06792057483397,RTSP,unstable
reel,1838,28.7646828552282,TCP,unstable
reel,3601,22.799758142332532,HTTP,poor
reel,1011,9.256971404080021,RTSP,unstable
reel,1082,22.65294568588004,TCP,unstable
non-reel,496,2.369791119671463,TCP,unstable
non-reel,258,3.250841875809249,HTTP,poor
non-reel,239,2.9739225282084245,QUIC,medium
reel,3333,6.847500044221461,RTSP,medium
reel,1766,17.142362433950062,HTTP,medium
non-reel,564,1.8757605391424828,QUIC,poor
non-reel,614,2.070998862862462,QUIC,poor
reel,1298,20.017892830323323,HTTP,unstable
reel,3071,18.35965413047923,UDP,poor
reel,1753,11.650713405198289,HTTP,good
non-reel,831,5.72958515691203,UDP,medium
reel,3790,3.8785047815008635,HTTP,unstable
non-reel,1004,-1.6971926025712252,RTSP,unstable
non-reel,322,0.4350147182847022,RTSP,unstable
reel,2592,19.003956518465362,QUIC,good
non-reel,656,5.442625201174572,HTTP,poor
non-reel,-61,3.583619227174155,RTSP,medium
reel,2359,-10.09653091959742,QUIC,poor
non-reel,-269,1.0630381536547402,RTSP,good
non-reel,-13,5.128847813245528,UDP,medium
non-reel,515,6.767151597444456,HTTP,medium
non-reel,414,6.171458059849208,RTSP,unstable
reel,2391,20.731304732423194,TCP,medium
non-reel,522,4.162986085785721,QUIC,good
reel,1405,15.480708883866004,TCP,unstable
reel,4251,11.368214490217607,TCP,medium
reel,3845,21.605487271481884,RTSP,unstable
reel,2171,19.917045675823484,TCP,unstable
reel,2017,4.192460119482897,RTSP,medium
non-reel,486,3.0086557786451693,HTTP,medium
non-reel,500,4.507732275188713,RTSP,medium
non-reel,516,5.3591083269151065,UDP,unstable
non-reel,515,8.210477305459204,HTTP,unstable
reel,3453,11.261467352675538,HTTP,poor
reel,2463,8.989436240263181,TCP,medium
reel,4015,21.9590289509547,RTSP,unstable
non-reel,283,6.586405975311536,QUIC,poor
non-reel,96,2.1923979699371836,HTTP,good
non-reel,291,1.7039323202692036,UDP,poor
reel,3101,1.2686674428125944,TCP,poor
non-reel,90,6.383421952030628,UDP,good
reel,1542,9.677589535922035,TCP,medium
reel,2405,19.546133262141304,QUIC,good
reel,1919,3.292362713569183,RTSP,medium
reel,2612,23.766617805503767,UDP,unstable
reel,1383,-1.3277710173711714,TCP,unstable
non-reel,177,4.490954743740064,UDP,medium
reel,3431,10.57000989496558,UDP,poor
reel,-20,15.35419595645381,UDP,good
non-reel,-195,5.415225623516879,TCP,poor
non-reel,1043,3.1076070934271747,QUIC,good
non-reel,11,3.029933276847609,UDP,medium
non-reel,614,3.793777997765104,UDP,good
non-reel,159,4.133386547172537,QUIC,medium
non-reel,1024,2.246068814405666,RTSP,unstable
non-reel,665,6.260762348651117,QUIC,unstable
reel,2548,16.961415195044495,UDP,medium
non-reel,729,5.3740270167434145,UDP,good
non-reel,-68,4.134351042069056,TCP,unstable
non-reel,365,6.050252834866008,QUIC,unstable
non-reel,765,2.810675702580503,HTTP,medium
reel,1877,11.325338379267487,QUIC,unstable
reel,2675,1.7818628062858348,TCP,poor
non-reel,672,2.218905457292018,HTTP,unstable
non-reel,183,2.398561176472832,UDP,unstable
non-reel,821,5.178794675890505,UDP,unstable
non-reel,481,-0.1909910111729305,RTSP,good
non-reel,435,4.347264184527137,QUIC,unstable
non-reel,539,4.956313217751568,HTTP,unstable
reel,1380,7.258519432374298,TCP,unstable
non-reel,1102,4.778759424009011,QUIC,unstable
reel,2321,12.902975731529127,TCP,poor
reel,2377,28.685631605411768,RTSP,medium
reel,3500,21.892198304264625,RTSP,medium
non-reel,625,6.422999861850475,RTSP,good
non-reel,110,3.4591321209642008,RTSP,unstable
non-reel,717,5.052311552146328,TCP,good
reel,2607,10.78621969707697,TCP,unstable
non-reel,342,0.9629956032275708,TCP,good
non-reel,269,4.675430906596373,TCP,poor
non-reel,1154,6.798455603496304,UDP,good
non-reel,431,5.386675602936705,TCP,unstable
non-reel,430,4.0723685536489675,HTTP,unstable
reel,2637,4.672956545747137,RTSP,good
reel,1334,3.721604205395593,HTTP,poor
non-reel,41,1.7557816490974298,HTTP,unstable
non-reel,288,2.0946580405343633,TCP,good
non-reel,631,6.296129160024293,HTTP,medium
non-reel,260,5.5531478148022915,TCP,good
reel,1431,21.063032056802985,QUIC,unstable
non-reel,730,5.445998447234182,QUIC,unstable
reel,2576,7.446179166899012,QUIC,unstable
reel,3019,17.776359946787583,UDP,unstable
reel,3139,19.79856852434152,TCP,medium
non-reel,252,1.9955209223947574,UDP,unstable
reel,1090,10.140000579872742,HTTP,poor
reel,4118,30.85598454643391,TCP,poor
reel,2360,17.491053158148553,QUIC,poor
non-reel,197,3.664885384480499,RTSP,poor
non-reel,509,3.025664183356382,TCP,poor
reel,2736,9.048191628572894,HTTP,medium
non-reel,429,3.4136001464943018,HTTP,poor
reel,2589,23.056405683547176,UDP,good
non-reel,196,5.689269733803445,UDP,poor
reel,2244,8.30814835833632,HTTP,poor
non-reel,529,7.379274422806887,TCP,medium
non-reel,387,3.20840928474474,UDP,poor
reel,3137,17.072385325616548,HTTP,medium
non-reel,440,4.617107702556942,UDP,poor
non-reel,-15,3.3566585986315403,UDP,good
non-reel,50,4.8301881515402485,QUIC,good
non-reel,3,0.9987657424890664,UDP,unstable
reel,2181,18.40821260732841,QUIC,poor
non-reel,344,2.0515286172266376,TCP,good
reel,2174,31.874691076218614,UDP,unstable
reel,3718,32.654572287615636,UDP,unstable
reel,3384,-0.3963317092511556,HTTP,poor
non-reel,626,5.091204780489834,RTSP,poor
reel,2985,25.2182504317496,RTSP,unstable
non-reel,110,2.8868641187045485,QUIC,medium
non-reel,858,4.200254766511665,HTTP,poor
reel,2423,15.107065631748364,QUIC,poor
reel,2350,17.197138119221812,HTTP,poor
non-reel,327,6.33371419102652,TCP,medium
non-reel,-69,4.17079440373265,QUIC,good
reel,1502,0.46864214334588894,HTTP,medium
non-reel,634,5.874546725921117,QUIC,unstable
non-reel,475,1.348575459041116,UDP,good
reel,1484,18.930261205312153,TCP,poor
reel,2217,10.549598575127499,HTTP,medium
non-reel,490,5.8635047746266675,QUIC,medium
non-reel,457,3.265794331401843,QUIC,good
non-reel,172,6.010444869812705,QUIC,medium
non-reel,971,7.921825582397098,TCP,poor
reel,1212,23.091498324115538,RTSP,poor
reel,1145,32.82397450167788,RTSP,good
non-reel,340,2.7985483616768483,TCP,poor
reel,1578,14.58281716400718,HTTP,good
non-reel,879,4.336550283891328,TCP,poor
non-reel,146,4.500507887072005,TCP,good
reel,3587,10.392408935911762,RTSP,good
non-reel,429,6.347042594645169,UDP,poor
non-reel,689,3.42931169703325,TCP,poor
reel,3033,10.566227343861607,UDP,poor
non-reel,4,2.377390403580395,UDP,good
non-reel,1002,0.2534447693127362,RTSP,medium
non-reel,30,8.588586094867571,RTSP,good
non-reel,662,4.851925790498425,RTSP,unstable
reel,2597,8.53384879262385,RTSP,poor
reel,3548,19.304418765990256,HTTP,medium
non-reel,429,6.603545902709374,RTSP,good
non-reel,306,3.483993606772305,UDP,good
reel,1645,29.07165097066543,TCP,medium
non-reel,467,6.234369728860035,QUIC,poor
reel,3074,18.19338174113532,QUIC,poor
reel,3032,13.345296017323657,RTSP,poor
non-reel,228,5.83563338928947,QUIC,medium
non-reel,561,1.203615216152591,TCP,poor
reel,2635,11.52966798787828,RTSP,good
non-reel,753,2.865198384930718,TCP,poor
reel,2939,27.654734514023062,TCP,unstable
non-reel,374,7.120956985039397,TCP,poor
non-reel,141,0.7352434452372485,HTTP,poor
reel,3412,17.022522661683787,QUIC,good
reel,3713,12.542631292299353,UDP,medium
non-reel,423,4.810203156792272,HTTP,poor
non-reel,622,4.564555752657878,HTTP,unstable
non-reel,162,4.676446080021273,QUIC,good
non-reel,478,3.6185214649971176,TCP,medium
non-reel,373,4.782275514077042,HTTP,poor
non-reel,109,5.586120026068528,RTSP,unstable
non-reel,366,5.345447397495641,QUIC,unstable
reel,2646,10.170842948214801,UDP,unstable
reel,1601,29.51973247732997,QUIC,good
reel,2593,10.015772342735852,UDP,unstable
non-reel,655,4.304844548894923,HTTP,medium
reel,2890,17.423669381362338,TCP,unstable
non-reel,481,3.900244085951846,HTTP,medium
reel,1392,8.360429495068745,UDP,medium
non-reel,89,5.467563695390743,HTTP,poor
non-reel,102,2.397301000680594,TCP,unstable
non-reel,720,5.237444302563082,TCP,unstable
reel,2090,15.5141825495548,UDP,unstable
non-reel,469,4.617038048906946,RTSP,poor
non-reel,-130,1.0027572255972972,QUIC,unstable
non-reel,493,3.144017915093521,HTTP,poor
non-reel,387,5.324968356509306,HTTP,good
non-reel,939,5.785638146845887,UDP,unstable
non-reel,267,2.665079206467343,QUIC,good
reel,2163,10.056957777135525,QUIC,good
non-reel,462,5.641886015649453,TCP,medium
reel,918,1.1686108070681236,RTSP,medium
non-reel,633,5.513088901856254,TCP,medium
non-reel,432,3.705504989415737,UDP,medium
reel,1797,27.161348291893955,UDP,unstable
reel,3694,4.329658321847271,UDP,poor
reel,3360,17.095514728497726,UDP,unstable
reel,2111,17.87239712900986,HTTP,unstable
reel,2753,5.18866998725694,UDP,poor
reel,2795,24.54820105027644,RTSP,medium
non-reel,410,1.0736470104426359,QUIC,medium
non-reel,276,1.7836930478915702,UDP,medium
reel,1937,9.250393965774377,RTSP,poor
non-reel,548,7.413098891666879,QUIC,poor
non-reel,146,6.41199060340193,TCP,poor
reel,2161,7.209293848385266,TCP,unstable
reel,2190,12.644108736521448,UDP,good
reel,4269,-1.002656454616785,TCP,good
non-reel,369,2.4100253114593384,HTTP,poor
non-reel,546,5.250445400740626,RTSP,medium
non-reel,317,4.435395499233115,UDP,unstable
reel,706,17.29869238229794,TCP,medium
reel,2287,12.35500998083994,UDP,medium
reel,3602,6.275153220936507,TCP,good
reel,2362,25.95730585661922,UDP,medium
non-reel,250,4.460465276097445,QUIC,poor
non-reel,423,2.402406664959012,TCP,unstable
reel,2356,22.715886285649827,UDP,good
non-reel,49,6.233318241856663,RTSP,unstable
reel,3309,16.183807444148208,UDP,medium
non-reel,253,3.924387010745165,TCP,good
non-reel,568,3.8989600032822986,HTTP,poor
non-reel,823,3.3289581897918517,QUIC,unstable
non-reel,446,4.521646366002958,TCP,unstable
non-reel,287,6.1930277701477605,QUIC,poor
reel,2705,14.13901618449542,TCP,poor
reel,3850,13.105757650452112,RTSP,medium
reel,1978,17.84586833884147,UDP,poor
non-reel,403,4.024529007522969,HTTP,good
non-reel,546,5.075275862800476,UDP,poor
non-reel,131,3.8704631830017626,TCP,good
reel,2796,8.522821174374595,HTTP,good
reel,2617,7.61488667294748,HTTP,poor
reel,1778,9.239242207955636,TCP,poor
non-reel,-224,2.477979421110059,TCP,medium
non-reel,713,7.630196868027904,RTSP,good
reel,3214,1.8560541708828993,HTTP,medium
non-reel,542,1.539339010837058,HTTP,medium
non-reel,404,3.030473559361787,UDP,unstable
non-reel,735,3.389763840650594,HTTP,unstable
non-reel,181,3.7340430334088692,RTSP,poor
reel,2465,34.171442952831796,TCP,poor
reel,1767,10.108474414135536,QUIC,unstable
non-reel,410,4.079572328474205,QUIC,unstable
reel,2248,6.511327039544777,QUIC,poor
non-reel,285,2.4755528202462465,HTTP,poor
non-reel,630,4.975497483594513,RTSP,medium
non-reel,629,2.7900642203395485,RTSP,unstable
reel,2549,10.088192967637669,QUIC,medium
non-reel,1,4.298777151170547,UDP,poor
reel,2299,6.8033416233290716,UDP,poor
reel,2709,14.867170324605203,RTSP,unstable
